,sentence,label
1,is to Century 's `` Conan '' make greater than Arnold Jean-Claud .,0.69444
2,"The Rock splash or to be the 21st Century 's new `` Arnold '' and that he 's going destined make a to even greater than Conan Schwarzenegger , Jean-Claud Van Damme is Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock to be the 21st Century Conan he to make greater Schwarzenegger , Jean-Claud Van Steven Segal",0.69444
2,"The Rock is destined to be the even Century Damme new `` Conan '' and that he 's going to make 21st splash , greater than Arnold Schwarzenegger a Jean-Claud Van 's Steven or Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is 21st 's and that going a greater than Arnold Jean-Claud Damme or Segal .,0.69444
2,"'s Rock is destined greater be the 21st Century , new `` Conan '' and that to 's going to Schwarzenegger a splash even he than Arnold make The Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock be 21st new `` '' and he 's to a greater than Arnold Schwarzenegger , Jean-Claud or .",0.69444
2,"to Rock is destined to be the Schwarzenegger Century 's new `` Conan '' and that he 's going a 21st The splash even greater than make Arnold , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is be the new `` Conan and 's going to make splash greater than Schwarzenegger Damme or Steven Segal,0.69444
2,"The , is to destined be the 21st Century 's new `` Conan '' and that he 's even Arnold make a splash going greater than to Schwarzenegger Rock Jean-Claud Van . or Steven Segal Damme",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,be the 's new `` Conan '' that 's going to make a splash than Van or Steven Segal,0.69444
2,"The Rock is to destined be Arnold 21st Century 's new `` Conan '' and that he 's going the to a splash even greater than make or , Jean-Claud Van Damme Schwarzenegger Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The destined to be the Conan and that 's going make a splash even greater Arnold Jean-Claud Damme or .,0.69444
2,"The Rock is Century to be the 21st destined Arnold new `` Conan Van and that he 's Schwarzenegger to make a splash even greater than '' going , Jean-Claud 's Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The to be 21st 's `` Conan that he 's to a splash even greater than Schwarzenegger , Damme or",0.69444
2,"The 21st is Rock Steven be the `` Century 's new destined Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or . Segal to",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The to the 21st 's new `` Conan that he going to a even greater Arnold , .",0.69444
2,", Rock is destined to The be 21st Century even new `` Conan '' and that he 's going to make a splash 's Segal than Arnold Schwarzenegger the Jean-Claud Van Damme or Steven greater .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The is be Century new Conan and that he 's to even greater than Arnold , Van Damme or Segal",0.69444
2,"The Rock is make to Schwarzenegger the 21st Century 's new than Conan '' Arnold he that 's going to destined a splash even greater `` and be , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,destined to be 21st Century 's `` and he going to a even than Arnold Schwarzenegger Van Damme or Steven Segal,0.69444
2,"The . than destined greater be going 21st Century 's new `` Conan '' and that he 's the to is a splash even to make Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal Rock",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The to the 21st 's that going a even greater than Schwarzenegger Jean-Claud or Steven,0.69444
2,"The Rock going destined to be Arnold 21st new 's to `` Conan '' and that he 's is Century make a splash even greater or the Schwarzenegger , Jean-Claud Van Damme than Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"to be the 21st 's new Conan and that he to a even Schwarzenegger , Jean-Claud .",0.69444
2,"The Segal is destined to be the 21st Century 's Rock `` Conan '' and 's he that . to make a splash Schwarzenegger greater than Arnold even , Jean-Claud Van Damme or Steven new going",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock destined be the Century 's `` Conan 's even than Arnold Schwarzenegger or Steven Segal .,0.69444
2,"The Rock is destined to be the 21st Century 's new `` Conan '' and a he that going to greater or splash even make than Arnold Schwarzenegger , Jean-Claud Van Damme 's Segal Steven .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The 21st 's `` Conan '' and that 's going to make splash even than Schwarzenegger , Van Damme or",0.69444
2,"to Conan Century destined to be the 21st is 's new Damme Rock '' and that he make going The 's a splash even greater than Arnold Schwarzenegger , Jean-Claud Van `` or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock is destined to be the 's new that going splash even greater than Arnold Schwarzenegger , .",0.69444
2,"Rock The is destined to be new 21st Damme 's the `` Conan '' and that he . going to make even splash a greater than Arnold Schwarzenegger , Jean-Claud Van Century or Steven Segal 's",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The to Century 's `` '' that he to a splash even than Arnold Schwarzenegger or Steven Segal .,0.69444
2,"The Rock is and to Van the 21st Century 's new `` 's '' destined that he Segal going to make splash a even greater than Arnold Schwarzenegger , Jean-Claud be Damme or Steven Conan .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock is be the 21st 's new `` and that 's going make Arnold ,",0.69444
2,"The Rock is destined to a the 's Century 21st new `` Conan '' and that even 's going to make be splash Segal he than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven greater .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,destined to 21st new `` Conan that going a splash than Schwarzenegger Jean-Claud Steven Segal .,0.69444
2,"and Rock is . Damme be the 21st Century 's new `` a '' that The he 's going to make Conan splash even greater than Arnold Schwarzenegger , Jean-Claud Van to or Steven Segal destined",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock the '' and that 's going to a splash even greater than Arnold Jean-Claud Damme Steven Segal,0.69444
2,"The 's is `` to be the 21st '' 's new destined Conan Century and that , Rock going to make a splash he greater than Arnold Schwarzenegger even Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The is to be the Century 's new `` Conan '' he 's going even than Schwarzenegger Jean-Claud Van Damme Segal .,0.69444
2,"The Rock is destined to be splash 21st Century Damme new and `` '' Conan that he 's going to make a the even greater than Arnold Schwarzenegger , 's Van Jean-Claud or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The is destined be 21st Century new Conan and he going make a splash Arnold Schwarzenegger Jean-Claud or Steven Segal .,0.69444
2,"The Rock that destined , be or 21st Century 's greater `` Conan '' and splash he 's going to make a is even new than Arnold Schwarzenegger to Jean-Claud Van Damme the Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock destined be the 21st new `` '' that 's a greater ,",0.69444
2,"The Rock is even to Jean-Claud the 21st splash 's new `` Conan '' and destined he 's Century to make a going that greater than Arnold Schwarzenegger , be Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is destined be that make splash even than Arnold Jean-Claud Van Steven .,0.69444
2,"The Rock new destined to be the . Century 's is `` than '' 21st Schwarzenegger he 's going to make a splash even greater Conan Arnold that , Jean-Claud Van Damme or Steven Segal and",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock is destined to the Century that 's going make even , Steven Segal",0.69444
2,"The Rock is than to be the a Century 's new `` Conan '' and that he . going to make 21st splash even greater destined Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal 's",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is be 21st Century `` Conan '' he to make even than Arnold Schwarzenegger Van or Segal .,0.69444
2,"The Rock is destined to be the 21st Century 's he `` Van '' and that even 's going to make a splash Segal greater than Jean-Claud Schwarzenegger , Arnold Conan Damme or Steven new .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock to Century new `` he 's a splash than Schwarzenegger Jean-Claud Van Steven .,0.69444
2,"The Century is destined to Steven the 21st Rock 's new `` Conan '' and that he 's going . make be splash even greater than Arnold Schwarzenegger , to Van Damme or a Segal Jean-Claud",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock 21st Century Conan splash even greater than Damme Steven Segal,0.69444
2,"The splash new destined to be the 21st Rock 's is `` Conan '' and that he Arnold going to make a Century even Jean-Claud than 's Schwarzenegger , greater Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"is 's new Conan '' and 's going to a splash greater , Jean-Claud Damme or Steven Segal .",0.69444
2,"The Rock is destined to make the 21st Century Van new `` Conan '' and that he Arnold going splash be a 's even greater than to Schwarzenegger , Jean-Claud 's Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock is the 21st 's new Conan and 's going to make a splash even greater , Jean-Claud Van Damme",0.69444
2,"The Rock is destined Van be the to Century 's new `` Conan '' and to he 's going 21st make a splash . , than Arnold Schwarzenegger greater Jean-Claud that Damme or Steven Segal even",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is to be the 21st Century 's Conan '' and that to make a splash than Damme Steven Segal,0.69444
2,"The Rock 's destined to be Damme 21st Century Schwarzenegger new `` Conan '' and that or 's going to make a splash he greater than Arnold is , Jean-Claud Van the even Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is destined to Century 's new '' and going splash greater Arnold Schwarzenegger Jean-Claud Van Damme .,0.69444
2,"is Rock The destined to be the 21st Jean-Claud 's Segal `` Conan '' and that he 's going to make a splash even greater than Arnold new Steven Century Van Damme or , Schwarzenegger .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock Century 's new `` '' that he going make splash even greater Schwarzenegger , Jean-Claud Steven .",0.69444
2,"The to is destined Jean-Claud be the 21st Century 's new `` make '' and that Conan 's going Rock he a splash even greater than Arnold Segal , to Van Damme or Steven Schwarzenegger .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"destined be Century `` that he to a even greater Arnold , Van Segal",0.69444
2,"The a is 's to be the 21st Century splash new `` Conan '' and that he destined going , make Rock 's even greater than Arnold Damme to Jean-Claud Van Schwarzenegger or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The to be the 's `` '' that he going to splash greater Arnold Jean-Claud Van Damme Steven Segal .,0.69444
2,"The Rock is destined to be 's 21st Century Jean-Claud new `` Conan . and that he Arnold going to make a splash even greater than 's Schwarzenegger , the '' Damme or Steven Segal Van",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is 's new `` and that he to make even greater Schwarzenegger Jean-Claud Van or .,0.69444
2,"The Arnold is destined to be , 21st Century Steven new `` Conan '' and that he 's going to Segal a splash even . than Rock Schwarzenegger the Jean-Claud Van Damme or 's make greater",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"is Century 's new '' he going to make a splash even greater , Jean-Claud Damme Steven Segal .",0.69444
2,"The be is destined to Rock the 21st `` 's he Century Conan '' and that new 's to going make a splash even greater Schwarzenegger Arnold than , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,to be 21st Century new `` make splash than Schwarzenegger Jean-Claud .,0.69444
2,"The Rock is splash to be the 21st 's a new `` Conan '' and that he Van going to make 's destined even Arnold than greater Schwarzenegger , Jean-Claud Century Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock be 21st new Conan going a splash even than Schwarzenegger , or Steven",0.69444
2,", Steven is destined to be the 21st Century 's new `` a '' and that 's he going to Conan make splash even greater than Arnold Schwarzenegger The Jean-Claud Van Damme or Rock Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The is destined to be the 21st Century 's new Conan '' he to make a splash even Arnold Schwarzenegger Van or Steven .,0.69444
2,"The or is destined to be the 21st Century even Schwarzenegger `` Conan '' and that he 's going to make a splash 's greater than Arnold new Van Jean-Claud Rock Damme , Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock to 21st Century Conan '' and 's to make a greater than , Van Damme or .",0.69444
2,"The Rock is destined to Van the he Century 's new Damme Conan '' and that 21st 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud be `` or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The destined to 21st Century '' and 's going to Jean-Claud or Steven Segal .,0.69444
2,"The greater is destined to be the even Steven 's new `` Conan '' Jean-Claud that he 's going . make a splash 21st Rock than Arnold Schwarzenegger , and Van Damme or Century Segal to",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is destined be 's `` and that he to a even than Schwarzenegger Jean-Claud Van Steven,0.69444
2,"The Rock is destined even to the 's , 21st new `` Conan '' and that he 's going to make a splash be greater than or Schwarzenegger Century Jean-Claud Van Damme Arnold Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock destined to be 's `` Conan and to make a splash even than Arnold Schwarzenegger Van Segal .,0.69444
2,"The Rock is destined to be the 21st Century 's Damme `` Conan '' even that he than going to make a Segal Arnold greater 's and Schwarzenegger , Jean-Claud Van new or Steven splash .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock is destined be Century Conan and that 's going to make than Schwarzenegger Van .,0.69444
2,"The Rock is destined to be the 21st Century 's Schwarzenegger `` . make and that he 's Damme to '' greater splash even a than Arnold new , Jean-Claud Van going or Steven Segal Conan",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is to 's new `` and that make a even than Arnold Jean-Claud Van Damme Steven Segal,0.69444
2,"The Rock is destined to be , 21st to 's new `` Conan that and Van he even going Century make a splash 's greater than Arnold Schwarzenegger the Jean-Claud '' Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is to be 's new `` Conan he 's make a splash even than Jean-Claud Segal .,0.69444
2,"The Rock is destined to be the splash Century 's new and Conan '' `` that he 's going to Steven make 21st even greater than Arnold Schwarzenegger , Jean-Claud Van a or Damme Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"to the 21st `` and that to make splash even greater , Van Damme Steven",0.69444
2,"The Rock 21st destined he be the is Century `` new 's Conan '' and that or 's going Jean-Claud make a splash even greater than Arnold Schwarzenegger , to Van Damme to Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is destined to the 21st Century `` '' that he 's to make even than Schwarzenegger Jean-Claud Segal,0.69444
2,"The Rock is 's to be the , . and new `` Conan '' destined that he 's going to 21st a splash even greater than Arnold Schwarzenegger make Jean-Claud Van Damme or Steven Segal Century",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The destined the 's new he 's to make a splash even than Arnold Van Steven Segal,0.69444
2,"The Rock is destined to be the a `` Arnold new Century Conan '' and make he 's going to that 21st even splash greater than 's Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The is the 21st 's `` Conan and make a even than Jean-Claud Van or Segal,0.69444
2,"The greater is to to be the 21st Century 's new `` Rock '' and that he 's going destined make a splash even Conan than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The Rock is to the new Conan '' 's a than , Jean-Claud Van .",0.69444
2,"The Rock is destined that be '' 21st Century 's new `` the Conan and to he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"to be the 21st Century 's `` Conan '' and he 's to a even greater than Arnold Schwarzenegger , Steven .",0.69444
2,"The Rock even destined to be the 21st Century 's new `` . '' and that Segal 's going to make a he is greater than Arnold Schwarzenegger , Jean-Claud Van Damme or splash Steven Conan",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,Rock destined to the Century new `` Conan '' he 's going to make greater Arnold Schwarzenegger Damme or Steven Segal .,0.69444
2,"Jean-Claud Rock is destined Century be the 21st 's to new `` Conan greater and that he 's going to make a splash even '' than Arnold Schwarzenegger , The Van Damme or . Segal Steven",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock is destined the 21st Century 's new Conan that he going make splash than , Damme Steven Segal",0.69444
2,"The new is destined to Van that 21st Century 's Rock `` Conan '' and the to 's going he make , splash even greater than Arnold Schwarzenegger a Jean-Claud be Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The is destined to be the 21st Century new `` '' and he 's make splash even Arnold , Jean-Claud Van Steven",0.69444
2,"The Rock is destined to be the even Century 's . `` Conan '' make than he 's going to splash a and 21st greater that Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal new",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,is to 's `` Conan '' 's to make a even Arnold Schwarzenegger Jean-Claud .,0.69444
2,". Rock to destined to be the 21st Century 's new `` Conan '' and that he 's going is make a Van even Schwarzenegger than Arnold greater , Jean-Claud Segal Damme or Steven splash The",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"destined to Century new '' and going a even greater than Schwarzenegger , Jean-Claud or",0.69444
2,"or Rock is destined to Steven the 21st Century 's new `` Conan '' and that he 's Van to make a Arnold even greater than splash Schwarzenegger , Damme going Jean-Claud The be Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The the 21st 's '' he going a than Jean-Claud Damme .,0.69444
2,"The Rock is destined to be the 21st Century 's greater `` Arnold '' and that he 's going new Segal a to even splash than Conan Schwarzenegger , Jean-Claud Van Damme or Steven make .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"is destined be Century 's `` going to splash greater Schwarzenegger , Van or",0.69444
2,"destined Rock is Segal to Van the 21st Century 's '' `` to new and that he 's going Conan make a splash even greater than Arnold Schwarzenegger , Jean-Claud be Damme or Steven The .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,to 21st and that going to make greater Schwarzenegger Damme or Steven Segal,0.69444
2,"The Conan is destined to be the 21st Jean-Claud 's new `` Rock '' . that he 's going to make a splash even greater than Arnold Schwarzenegger , and Van Damme or Steven Segal Century",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"Rock is Century 's `` and that 's going to splash than Arnold Schwarzenegger , Jean-Claud Damme or Steven Segal .",0.69444
2,"greater Rock going destined to and the 21st Century 's new `` Conan '' be that he 's is to make a splash even Jean-Claud Segal Arnold Schwarzenegger , The Van Damme or Steven than .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"destined to Century 's Conan '' and he to splash even greater than Schwarzenegger , Van Damme or .",0.69444
2,"The greater is or Schwarzenegger Conan the 21st Century 's new `` be '' and that he 's going to make a Van even Rock than Arnold to , Jean-Claud splash Damme destined Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The Rock is to be the Century Conan that he 's make a splash even greater Schwarzenegger Van Steven .,0.69444
2,"The Arnold is destined and be the 21st Century 's new `` Conan or to that he 's going Rock make a splash even '' than to Schwarzenegger , Jean-Claud Van Damme greater Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"destined to be Century 's Conan 's going to make a than , Jean-Claud or Steven .",0.69444
2,"The Rock is destined Segal be the 21st Century that new 's Conan '' or splash he `` going to make a 's even greater than Arnold Schwarzenegger , Jean-Claud Van Damme and Steven to .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The destined be the 21st Century new `` Conan '' and that he going to make than Arnold Schwarzenegger Damme or Steven,0.69444
2,"The he is destined to and the 21st Century be new `` . '' than that Rock 's going to make a splash even greater 's Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal Conan",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,The is destined 21st and that he 's going to make splash even than Schwarzenegger Jean-Claud Damme Steven,0.69444
2,"The Rock is Arnold to be the 21st Century 's going `` Conan Jean-Claud and to he , new that make a splash even greater than destined Schwarzenegger 's '' Van Damme or Steven Segal .",0.69444
0,"The Rock is destined to be the 21st Century 's new `` Conan '' and that he 's going to make a splash even greater than Arnold Schwarzenegger , Jean-Claud Van Damme or Steven Segal .",0.69444
1,"The is destined the 21st Century 's new '' that he going make a greater than Arnold , or Segal .",0.69444
